Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,2502261_M_WT_HIP_P21,2502262_M_WT_HIP_P21,2502263_M_WT_HIP_P21,2502265_M_WT_HIP_P21,2502273_F_WT_HIP_P21,2502266_F_WT_HIP_P21,2502126_F_WT_HIP_P21,2502129_F_WT_HIP_P21,2502235_F_MUT_HIP_P21,2502236_F_MUT_HIP_P21,2502237_F_MUT_HIP_P21,2502281_M_MUT_HIP_P21,2502238_F_MUT_HIP_P21,2502285_M_MUT_HIP_P21,2502283_M_MUT_HIP_P21,2502284_M_MUT_HIP_P21,iBAQ,Intensity,MS/MS count,Razor + unique peptides,Mol. weight [kDa],Q-value,Score,Protein IDs,Majority protein IDs,Protein names
Dbn1,"-0,119918108","0,2437924377","0,7124864",,"-0,1823458672","0,6377597049","0,6953281972",,"0,06511282921","0,1307082828","0,8401235592",,"0,002685070038","0,005864320559","0,9919573696",,"-0,809709549","-0,8653354645","-0,8643140793","-0,2298030853","-0,876121521","-0,4702472687","-0,9498529434","-0,7333917618","-0,3450155258","-0,6794261932","-0,7327003479","-0,7258710861","-0,5430879593","-0,4146308899","-0,3065166473","-0,8424711227",1143100,100720000,3,1,"72,544",0,"36,971",A0A0R4J1E3;F7CPL2,A0A0R4J1E3,
Eloc,"-0,1204097271","1,03545676","0,6922256214",,"0,07967448235","0,480121073","0,7415705645",,"-0,1428923607","0,955509722","0,7772156863",,"0,05719184875","0,4342662482","0,8342930757",,"2,177821159","2,067633629","2,182542801","2,032164574","2,1307621","2,370434761","2,156708717","2,373826027","2,07642746","2,178538322","2,236105919","2,293711662","2,221961975","2,143718719","2,170264244","2,334106445",98215000,687510000,16,5,"10,657",0,"47,566",A0A087WQE6;A0A087WNT1;P83940;A0A087WPE4,A0A087WQE6;A0A087WNT1;P83940;A0A087WPE4,Elongin-C
Slc25a19,"-0,1205945015","1,373955965","0,6901466276",,"-0,02022910118","0,08708571056","0,9253804749",,"-0,03353786469","0,1700156546","0,8808092486",,"0,06682753563","0,5234559915","0,8048093315",,"-0,6839494705","-0,7743911743","-0,8784618378","-0,7221288681","-0,8807897568","-0,7553720474","-0,7171783447","-0,571439743","-0,8384943008","-0,6396350861","-0,7654075623","-0,62312603","-0,6003265381","-0,6937770844","-0,6005392075","-0,6591110229",354510,17457000,4,4,"35,618",0,"9,7284",Q9DAM5;A2A9V7;A2A9V5,Q9DAM5;A2A9V7,Mitochondrial thiamine pyrophosphate carrier
Commd7,"-0,1206986904","0,3908402414","0,7007361111",,"0,1652812958","0,593795024","0,6880561941",,"-0,2497849464","0,9257175115","0,7268634686",,"0,03619503975","0,1030506141","0,8978520582",,"-1,84594059","-1,698122978","-1,672925949","-1,876971245","-1,568398476","-1,34379673","-1,316698074","-1,865927696","-1,641906738","-1,742823601","-1,746230125","-1,662421227","-1,624985695","-1,921606064","-1,317743301","-1,709395409",1649800,24739000,4,2,"22,652",0,"11,818",Q8BG94,Q8BG94,COMM domain-containing protein 7
Tdrp,"-0,1209418774","0,4716609654","0,7002859696",,"-0,09919500351","0,2006386625","0,7219140271",,"-0,0535223484","0,1909957315","0,856765349",,"-0,03177547455","0,05633893236","0,9193792299",,"-4,090322495","-4,041326523","-4,252964973","-4,419803619","-4,004148483","-4,068076134","-4,206870079","-4,311233521","-4,566100121","-3,778786659","-3,801688194","-3,875756264","-4,046973228","-4,196484566","-4,040135384","-4,208273888",252030,2520300,1,1,"20,186","0,0010996","2,4798",Q8C5P7,Q8C5P7,Testis development-related protein
Ncs1,"-0,121109724","0,8312779144","0,6935620853",,"0,02684664726","0,3634212845","0,8901285755",,"-0,05158662796","0,5914593332","0,8505364606",,"0,09636974335","0,6844207374","0,7491621106",,"2,253344536","2,354495049","2,282316208","2,374650002","2,322027206","2,333233833","2,364453316","2,45143795","2,305418015","2,366152763","2,348322868","2,441346169","2,34387207","2,4538517","2,590117455","2,263929367",27370000,995770000,18,7,"21,878",0,"37,776",Q8BNY6;A0A0A6YY43,Q8BNY6,Neuronal calcium sensor 1
Gsk3b,"-0,1211884022","1,583675432","0,6893121272",,"0,00582242012","0,04128945161","0,9759543549",,"-0,106918335","1,397547547","0,7807144186",,"0,02009248734","0,1563454369","0,9479654428",,"3,080306053","3,021414757","3,03310585","3,044451714","3,067966461","3,242722511","3,110402107","3,185860634","3,118537903","3,087784767","3,226536751","3,175526619","3,150802612","3,134887695","3,084052086","3,269565582",7713500,956690000,48,16,"47,989",0,"111,79",E9QAQ5;Q9WV60,E9QAQ5;Q9WV60,Glycogen synthase kinase-3 beta
Camk2d,"-0,1214902401","0,3246974325","0,7015368957",,"0,290050745","1,295995079","0,6697621145",,"-0,1800656319","0,9992179364","0,772675",,"0,2314753532","0,6284476502","0,744744898",,"-1,397508621","-1,575924873","-1,555021286","-1,607808113","-1,295582771","-1,222558022","-1,587115288","-1,310744286","-1,875335693","-1,678860664","-1,548318863","-1,430500031","-1,473688126","-1,471674919","-1,741408348","-1,006718636",1129300,27103000,2,1,"55,293","0,00022371","2,6434",E9Q1V9;E9Q1W0;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5;E9PXV3;F6RWZ9,E9Q1V9;E9Q1W0;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,Calcium/calmodulin-dependent protein kinase type II subunit delta;calcium/calmodulin-dependent protein kinase
Asap2,"-0,1215043068","0,5830655225","0,6981399632",,"-0,149191618","0,8787408816","0,6900711825",,"0,004315137863","0,01372264831","0,9873987474",,"-0,02337217331","0,1153972682","0,9386785119",,"-1,704253197","-1,616539001","-1,401862144","-1,36638546","-1,412516594","-1,518857956","-1,457157135","-1,717768669","-1,503024101","-1,369664192","-1,391952515","-1,2608881","-1,244893074","-1,518302917","-1,392723083","-1,431108475",264710,12706000,1,1,"106,4",0,"7,9328",D3YX85;Q7SIG6;Q7SIG6-2,D3YX85;Q7SIG6;Q7SIG6-2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2"
Smarca2,"-0,1215658188","1,033724625","0,6883091787",,"-0,1413211823","1,038927448","0,6912446352",,"0,09247636795","0,7656047498","0,7852644018",,"0,07272100449","0,4584775833","0,7906501901",,"-1,900481224","-1,931263924","-2,089588165","-1,981228828","-2,082262993","-2,066475868","-1,957777977","-2,165950775","-1,9085989","-1,785182953","-2,053303719","-1,860238075","-1,960097313","-1,974069595","-1,76509285","-1,816898346",172830,9851500,1,1,"172,55","0,0079902","1,66",E9QAB8;H3BJK2;F2Z4A9;H3BLH0;Q6DIC0,E9QAB8;H3BJK2;F2Z4A9;H3BLH0;Q6DIC0,Probable global transcription activator SNF2L2
Nup210,"-0,1216228008","0,7471329536","0,6928528302",,"-0,04215860367","0,2854240588","0,836553907",,"-0,08436107635","0,4328566938","0,7947154785",,"-0,004896879196","0,0329825058","0,9847790644",,"-2,726058006","-2,579152107","-2,82318306","-2,47919178","-2,690746307","-2,52233696","-2,542224884","-2,514832497","-2,548575401","-2,561238289","-2,39312458","-2,591570854","-2,598567963","-2,482667923","-2,505775452","-2,541079521",98043,7255200,4,4,"204,1",0,"9,7482",Q9QY81;A0A0R4J1I6;F6XGN0,Q9QY81;A0A0R4J1I6,Nuclear pore membrane glycoprotein 210
Grm2,"-0,1217837334","0,5143807585","0,6985077343",,"0,05830335617","0,3188708088","0,788374902",,"-0,07806015015","0,6160259581","0,812191411",,"0,1020269394","0,3715619638","0,7528072445",,"0,7003774643","0,7607069016","0,5536937714","0,7596092224","0,6812238693","0,8358707428","0,8187055588","0,7508277893","0,5864572525","0,8563833237","0,604590416","0,9399995804","0,8059835434","0,7596645355","0,565700531","0,9961576462",769190,161810000,12,9,"95,886",0,"31,311",Q14BI2;A0A0J9YVF0;A0A0J9YU95;A0A338P6S6,Q14BI2;A0A0J9YVF0,Metabotropic glutamate receptor 2
Ranbp9,"-0,1218764782","0,8056181568","0,692907531",,"-0,1201963425","0,5228711362","0,7117922078",,"-0,002825498581","0,01543199018","0,9922693541",,"-0,001145362854","0,003344684498","0,9972971275",,"-1,576478004","-1,721385002","-1,717173576","-1,605773926","-1,606492043","-1,78086853","-1,67080307","-1,551344872","-1,297060013","-1,730895996","-1,479018211","-1,410933495","-1,621748924","-1,430696487","-1,657317162","-1,634357452",1112500,28427000,7,3,"75,767",0,"10,667",E9Q5D6;P69566-2;P69566,E9Q5D6;P69566-2;P69566,Ran-binding protein 9
Jagn1,"-0,122107029","0,4507501557","0,70233213",,"-0,3653051853","1,19766653","0,6344172662",,"0,07695007324","0,160398467","0,8258128718",,"-0,1662480831","1,06412315","0,7565546995",,"-3,070579529","-2,695534706","-2,786714554","-3,216917038","-3,319142342","-2,651356697","-3,098548889","-3,008498192","-2,429568291","-2,696894646","-2,675601006","-2,823857307","-2,814261436","-2,822385788","-2,800983429","-2,834091187",2400800,14405000,1,1,"21,102",0,"3,8782",Q5XKN4,Q5XKN4,Protein jagunal homolog 1
Plcb3,"-0,1227257252","0,2591184561","0,7093488372",,"-0,2098531723","0,410455738","0,6882891566",,"0,01370930672","0,02624382895","0,9655561783",,"-0,07341814041","0,1144349182","0,8193147274",,"-5,002399445","-4,215571404","-4,688379288","-4,405914307","-4,584644318","-4,710468292","-4,465954781","-4,606034279","-3,980977058","-4,347042084","-5,002906799","-4,25025177","-4,196763039","-4,417032242","-4,463022232","-4,691055298",43587,2266500,1,1,"139,49","0,0031692","2,0113",P51432,P51432,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3"
Ero1a,"-0,1231672764","0,5555107635","0,6933172093",,"0,006836175919","0,02434923735","0,974153774",,"0,03715491295","0,1709858072","0,8743011115",,"0,1671583652","0,721979302","0,7458986975",,"-2,218572617","-2,414876938","-2,535434723","-2,381514549","-2,574762344","-2,382450104","-2,32720089","-2,414605141","-2,541285515","-2,460709572","-2,198038101","-2,134890556","-2,526329994","-2,202591896","-2,497977257","-2,222270012",1298500,48055000,4,3,"54,084",0,"4,2021",Q8R180,Q8R180,ERO1-like protein alpha
Mrps33,"-0,1232302189","0,4576203965","0,699183227",,"-0,1772940159","0,4423708043","0,6809506008",,"-0,01155042648","0,03122056892","0,9700125282",,"-0,06561422348","0,1421730776","0,8327871021",,"-2,573249817","-2,712498665","-2,813327789","-2,95351696","-3,044822693","-2,643551826","-2,626195908","-2,691821098","-2,184252739","-2,583855629","-2,91369915","-2,70244503","-2,615407944","-2,867483139","-2,470126152","-2,519618034",3648400,18242000,2,1,"12,459",0,"4,6679",Q9D2R8,Q9D2R8,Small ribosomal subunit protein mS33
Tsc22d2,"-0,1235470772","0,4630613676","0,6994568807",,"0,1470763683","0,2701884811","0,6976540241",,"-0,2563173771","0,9449247666","0,711627907",,"0,01430606842","0,02280134342","0,9686973027",,"-3,583983421","-3,841978073","-3,746311188","-3,433149338","-3,235027313","-3,662776947","-3,220072746","-3,462275505","-3,503414154","-3,518421173","-3,089189529","-3,43272686","-4,057433128","-3,480624199","-3,433139801","-3,764742851",567800,5678000,2,1,"75,37","0,0025674","2,1468",E9Q7M2-2;E9Q7M2;E9Q7M2-3;F6VXN4;D3YZZ4;Q9EQN3,E9Q7M2-2;E9Q7M2;E9Q7M2-3,TSC22 domain family protein 2
Washc1,"-0,1235795021","0,4199316814","0,7011387126",,"0,08781790733","0,2840610177","0,7342342342",,"-0,09338903427","0,2520892004","0,7876586022",,"0,1180083752","0,5274551192","0,7537911909",,"-2,882509232","-2,998454094","-3,091263771","-3,39881134","-3,164805412","-3,186676025","-2,783584595","-2,862416267","-2,998389244","-3,234018326","-3,198379517","-2,977621078","-2,917966843","-2,876921654","-2,860207558","-3,161970139",295110,4721800,1,1,"51,658","0,007215","1,7387",Q8VDD8,Q8VDD8,WASH complex subunit 1
Slc1a2,"-0,1236336231","1,057171592","0,6900439122",,"0,08854174614","0,706619804","0,7210432802",,"-0,04114723206","0,2319353385","0,8696025965",,"0,1710281372","1,938055956","0,7510397237",,"4,934527397","5,073500633","4,991546631","5,150401115","5,004207611","5,103384972","5,220356941","4,986615181","4,90413475","5,020487785","5,020432472","5,19989109","5,015342712","5,139854431","5,064951897","5,239812851",14903000,15773000000,151,15,"62,03",0,"274,85",P43006;P43006-2;A2APL5;P43006-3;F6ZRK3;F7CAM6,P43006;P43006-2;A2APL5;P43006-3,Excitatory amino acid transporter 2;Amino acid transporter
Lhfpl4,"-0,1237916946","0,2304602142","0,7059478827",,"-0,05497145653","0,07157238104","0,825869326",,"0,0730638504","0,1198488211","0,8305244444",,"0,1418840885","0,2126930975","0,7462280244",,"-3,995074272","-3,500372887","-3,807237625","-4,120911598","-3,630524635","-4,443814278","-3,931213379","-3,710299492","-3,718962669","-3,773061752","-3,534358978","-3,374587059","-4,469582558","-3,939334869","-4,091863632","-3,522644043",683810,6838100,1,1,"27,049",0,"4,5922",Q5U4E0,Q5U4E0,LHFPL tetraspan subfamily member 4 protein
Matn4,"-0,1238634586","1,231805945","0,6881090909",,"-0,02088332176","0,08709665821","0,9239097185",,"-0,09909629822","0,7497976693","0,784115942",,"0,003883838654","0,01673987563","0,9868139322",,"1,030595779","1,025046349","1,004425049","1,001236916","0,9652805328","1,089698792","1,278828621","1,12388134","1,288778305","1,006284714","1,109915733","1,07715416","1,13624382","1,056119919","1,289170265","1,134313583",1052600,103730000,14,11,"64,68",0,"52,972",F2Z468;F2Z3U4;O89029;F2Z469;O89029-2,F2Z468;F2Z3U4;O89029;F2Z469;O89029-2,Matrilin-4
Vps28,"-0,1238749027","0,5642839106","0,6927744361",,"0,1599807739","0,7115615289","0,6861691542",,"-0,1771242619","0,8650392091","0,7654745098",,"0,1067314148","0,4370245132","0,7490851211",,"0,02684497833","-0,1845760345","-0,1957616806","-0,05496788025","0,1317167282","0,08899593353","-0,1690216064","0,2483453751","-0,2154159546","0,009679794312","0,0430059433","0,2006216049","-0,1771564484","0,07870197296","0,02398014069","-0,2162647247",468870,42271000,3,4,"25,452",0,"9,6493",Q9D1C8;A0A2R8VKS6,Q9D1C8;A0A2R8VKS6,Vacuolar protein sorting-associated protein 28 homolog
Ccar2,"-0,1238806248","0,7750658726","0,6903090379",,"0,1161820889","0,6147916724","0,7155594295",,"-0,1382968426","0,816049922","0,7782349869",,"0,101765871","0,5622730697","0,7525748825",,"0,05402374268","0,07064628601","0,04943084717","-0,1994905472","0,1538591385","0,2621850967","-0,001740455627","0,1134939194","-0,1370801926","-0,05232143402","0,1912879944","0,1772432327","0,06118297577","0,1979560852","-0,002694129944","0,09762763977",427530,130570000,13,9,103,0,"68,035",Q8VDP4,Q8VDP4,Cell cycle and apoptosis regulator protein 2
Ptrh2,"-0,1241807938","0,3086961866","0,6997647059",,"0,1045250893","0,330840186","0,7199353588",,"-0,01224994659","0,04306322372","0,9672840506",,"0,2164559364","0,5178196392","0,7670782609",,"-0,7957792282","-0,8005924225","-0,7572460175","-0,4781074524","-0,6769571304","-0,5352773666","-0,7403869629","-0,8301038742","-0,8651771545","-0,6133747101","-1,110753059","-0,8491611481","-0,6115207672","-0,8176698685","-0,2265377045","-0,4416332245",612570,30573000,7,3,"19,526",0,"11,584",Q8R2Y8,Q8R2Y8,"Peptidyl-tRNA hydrolase 2, mitochondrial"
Mark1,"-0,1244757175","0,6267018203","0,6909473684",,"-0,09696483612","0,492942352","0,7260695652",,"-0,03994059563","0,1810762355","0,8701051893",,"-0,0124297142","0,04424936095","0,9697266402",,"-0,9603805542","-0,8299369812","-0,9725856781","-0,7282323837","-0,9095878601","-0,653793335","-0,9359512329","-0,8320407867","-0,8602638245","-0,5829916","-0,6837940216","-0,7640342712","-0,8164644241","-0,9533224106","-0,6511764526","-0,6246995926",77563,67828000,10,5,"88,334",0,"27,678",Q8VHJ5,Q8VHJ5,Serine/threonine-protein kinase MARK1
Ttc27,"-0,1246373653","0,2150789764","0,7077147488",,"0,1259231567","0,2392008195","0,7233943121",,"-0,2456977367","0,8203845671","0,7310909091",,"0,004862785339","0,005876978772","0,9860293713",,"-4,566532135","-4,26612854","-4,105244637","-3,992251396","-4,167308807","-4,055870056","-3,781914711","-3,942272186","-3,726230621","-4,6581707","-3,982506752","-4,28646946","-4,084150314","-4,537812233","-3,639797211","-3,967528343",401270,4012700,1,1,"22,015",0,"4,0849",A0A3Q4L363;Q8CD92-2;Q8CD92,A0A3Q4L363;Q8CD92-2;Q8CD92,Tetratricopeptide repeat protein 27
Znf598,"-0,1246423721","0,3230282564","0,6995481611",,"-0,2776064873","0,4834514617","0,6814642857",,"0,2161223888","0,4254612462","0,7580611765",,"0,0631582737","0,1115798881","0,8371264729",,"-4,189962387","-3,589577675","-3,63807869","-4,152418137","-4,544818878","-3,92816925","-3,83291626","-4,128622055","-3,319839478","-4,307462692","-3,970121384","-3,815152168","-3,726676941","-3,738417625","-3,812963486","-3,70493412",56484,2146400,1,1,"96,344",0,"3,3216",Q80YR4-2;Q80YR4-3;Q80YR4,Q80YR4-2;Q80YR4-3;Q80YR4,E3 ubiquitin-protein ligase ZNF598
Apoe,"-0,1246964931","3,718706631","0,674534188",,"0,05276656151","0,8513772898","0,7959653092",,"-0,0309510231","0,8628882191","0,8837697933",,"0,1465120316","2,584076544","0,7536710875",,"3,040417671","3,037711143","3,047506332","3,033555031","3,069450378","3,116005898","3,028918266","3,068619728","3,019470215","2,951609612","3,075903893","3,179154396","3,024944305","3,146409988","3,199368477","3,133043289",49311000,1260600000,40,10,"35,866",0,"72,552",P08226;A0A1B0GX15;G3UWN5;G3UZM8,P08226;A0A1B0GX15;G3UWN5,Apolipoprotein E
Epha7,"-0,1247153282","0,5098207981","0,6929784442",,"-0,09754133224","0,2226572033","0,7212271186",,"-0,08210873604","0,2959013981","0,8124463519",,"-0,05493474007","0,118119254","0,8516372981",,"-3,642917633","-3,388353348","-3,176356316","-3,469107628","-3,412013054","-3,157087326","-3,336001396","-3,443198204","-3,168972015","-3,192370415","-2,906545639","-3,216860771","-3,690246582","-3,457603455","-3,216362953","-3,287046432",61494,3074700,1,1,"111,39","0,00066167","2,5234",A2BDQ4;Q61772-2;Q61772-3;Q61772,A2BDQ4;Q61772-2;Q61772-3;Q61772,receptor protein-tyrosine kinase;Ephrin type-A receptor 7
Kcna4,"-0,1247258186","0,5475940256","0,6933358562",,"-0,1902647018","0,4566593461","0,6950168971",,"0,2032170296","0,7787232066","0,7575823096",,"0,1376781464","0,3420887166","0,756480916",,"-3,48688221","-3,281170845","-3,35236454","-3,215201378","-3,787565231","-3,633483887","-3,480236053","-3,24720192","-3,201947212","-3,64002037","-3,541708946","-3,160246849","-3,003751755","-2,98448658","-3,388408661","-3,303573608",436650,10916000,1,1,"73,469","0,00022847","2,9266",Q61423,Q61423,Potassium voltage-gated channel subfamily A member 4
Rnmt,"-0,1253025532","2,258068998","0,6791111111",,"-0,1600506306","2,697877792","0,6780225352",,"-0,03375983238","0,9890084402","0,8769851043",,"-0,06850790977","0,8892035751","0,7946777932",,"1,107795715","1,164896965","1,15114212","1,166834831","1,185878754","1,210463524","1,163855553","1,165511131","1,308385849","1,381302834","1,278038979","1,329802513","1,398183823","1,301636696","1,213292122","1,247148514",413270,179940000,10,7,"53,291",0,"41,055",Q9D0L8;Q9D0L8-3;Q9D0L8-2;D3Z478;D3YYS7;D3Z4K1,Q9D0L8;Q9D0L8-3;Q9D0L8-2,mRNA cap guanine-N7 methyltransferase
Sar1b,"-0,1253798008","0,291345918","0,7004891587",,"0,3869981766","0,6404049239","0,625242236",,"-0,2599964142","0,7383305779","0,723909434",,"0,2523815632","0,3743607349","0,742079602",,"-0,8054666519","-1,291884422","-0,7308130264","-1,323578835","-0,5714578629","-0,7870264053","-0,8966531754","-0,8566198349","-1,931928635","-1,099468231","-0,5907697678","-0,9463186264","-1,037583351","-0,9771289825","-1,066533089","-0,6602430344",4779700,47797000,4,3,"22,382",0,"11,75",Q9CQC9,Q9CQC9,GTP-binding protein SAR1b
Fkbp5,"-0,1254515648","0,3950539974","0,7003003663",,"0,1706888676","0,7327709702","0,6823314917",,"-0,09636449814","0,3836341615","0,7865403818",,"0,1997759342","0,6750806851","0,7519128713",,"-0,118645668","-0,2248830795","0,1110668182","-0,3424806595","-0,146062851","0,0338716507","0,05138492584","-0,1286783218","-0,5033712387","-0,2221469879","-0,07295703888","0,1450052261","-0,07376480103","-0,2565803528","-0,1132984161","0,1517372131",805240,83272000,5,5,"50,966",0,"12,077",Q64378;B8JJC2;A0A3B2WBD2,Q64378;B8JJC2,Peptidyl-prolyl cis-trans isomerase FKBP5;peptidylprolyl isomerase
Fkbp15,"-0,1259446144","1,170599178","0,6868482972",,"-0,2557663918","1,47799197","0,6667932203",,"0,1185956001","1,197611671","0,7774044824",,"-0,01122617722","0,04083412354","0,9727750491",,"-1,661218643","-1,641622543","-1,67814064","-1,655644417","-1,913314819","-1,747207642","-1,665363312","-1,785122871","-1,336428642","-1,54720211","-1,711336136","-1,684163094","-1,492976189","-1,41942215","-1,539726257","-1,489536285",51456,25114000,5,4,"132,96",0,"16,894",Q6P9Q6;A0A6I8MWZ0;Q6P9Q6-2;Q80YW9;Q80YW7;Q80YW6,Q6P9Q6;A0A6I8MWZ0;Q6P9Q6-2;Q80YW9,FK506-binding protein 15;peptidylprolyl isomerase
Cit,"-0,1260070801","0,5705573833","0,6894269231",,"0,09226679802","0,4503605799","0,7219872611",,"-0,06896924973","0,5466944797","0,8248299025",,"0,1493046284","0,5548993871","0,7510629371",,"-0,9012088776","-0,8354177475","-0,967713356","-0,7811870575","-0,7000665665","-0,8146123886","-0,9064846039","-0,7884864807","-0,8696422577","-0,6751899719","-0,9927339554","-0,7120399475","-1,041151047","-0,9993610382","-0,7319784164","-0,5381193161",186080,23260000,5,4,"230,18",0,"12,17",F6SBR5;D3Z1U0;E9QL53;D3YU89;P49025-3;P49025-4;P49025;P49025-5,F6SBR5;D3Z1U0;E9QL53;D3YU89;P49025-3;P49025-4;P49025;P49025-5,Citron Rho-interacting kinase
Trim9,"-0,126075983","0,7488929719","0,6900478088",,"0,03592896461","0,1670800786","0,8602882443",,"-0,1073269844","0,8717800578","0,7805362319",,"0,05467796326","0,2200461695","0,8436515785",,"0,1274900436","0,1701374054","0,1193752289","0,1079301834","0,1227359772","0,4081001282","0,2252988815","0,1981058121","0,04531764984","0,2857027054","0,2873048782","0,1187782288","0,192199707","0,126241684","0,3322143555","0,4520025253",1772000,127390000,10,8,"87,547",0,"28,546",E9QLH4;Q8C7M3-3;Q8C7M3-2;E9Q524;A0A6I8MWZ7;A0A1Y7VP88;A0A1Y7VJX8;Q8C7M3-6;Q8C7M3-4;Q8C7M3-5;Q8C7M3,E9QLH4;Q8C7M3-3;Q8C7M3-2;E9Q524;A0A6I8MWZ7;A0A1Y7VP88;A0A1Y7VJX8;Q8C7M3-6;Q8C7M3-4;Q8C7M3-5;Q8C7M3,RING-type E3 ubiquitin transferase;E3 ubiquitin-protein ligase TRIM9
Fam131a,"-0,1261842251","0,7560223665","0,6901738262",,"0,2405362129","0,9128652127","0,676",,"-0,03737616539","0,1795038955","0,8738577236",,"0,3293442726","1,303902681","0,7657266187",,"-3,177694321","-3,125203133","-2,946920395","-2,996852875","-3,133971214","-3,107188225","-2,986217499","-2,869789124","-3,620116234","-3,130084991","-3,125108719","-2,926942825","-3,184000969","-2,772293091","-3,069515228","-2,973182678",1382000,2763900,1,1,"4,0537",0,"3,545",D3YVN0;A0A338P6V3;D3YXU9;D3Z4E4;Q8BWU3,D3YVN0;A0A338P6V3;D3YXU9;D3Z4E4;Q8BWU3,Protein FAM131A
Marcksl1,"-0,1262023449","0,7724126267","0,6908056112",,"-0,3351223469","2,624196273","0,6292198582",,"0,08984470367","0,5222221865","0,7825929509",,"-0,1190752983","0,8804045615","0,7442306368",,"2,582392693","2,566405296","2,655763626","2,894621849","2,548950195","2,586421013","2,55429554","2,650137901","3,101531982","2,818686485","2,892802238","2,741581917","2,867273331","2,856889725","2,838227272","2,76729393",199200000,2951300000,27,4,"20,165",0,"60,614",P28667,P28667,MARCKS-related protein
Add1,"-0,1262106895","0,2701766717","0,700116939",,"-0,1133511066","0,1930320832","0,7200904393",,"0,2241821289","0,4140970773","0,7569131514",,"0,2370417118","0,6183429476","0,7378364116",,"-3,468927383","-3,196726799","-3,443738937","-3,766932487","-3,640735626","-3,472658157","-3,362870216","-4,296790123","-3,702342033","-3,300312996","-3,730441093","-3,507205009","-3,586553574","-3,176029205","-3,007006645","-3,681241989",238540,18829000,3,1,"72,925",0,"4,1196",E9Q1K3;F6V4G5;D3Z0T1;A0A0J9YVI4,E9Q1K3,
Ube4b,"-0,1262948513","0,5958580526","0,689638835",,"-0,1260530949","0,6218850602","0,7067438596",,"0,06034231186","0,2049899764","0,8411207289",,"0,0605840683","0,3451907503","0,8328583333",,"-2,812645912","-2,503576279","-2,872868538","-2,713265419","-2,826591492","-2,537751198","-2,883624077","-2,895758629","-2,591748238","-2,795198441","-2,653084755","-2,627037048","-2,599481583","-2,529842377","-2,488054276","-2,752243042",166870,8510600,1,1,113,0,"4,6439",G3UZD6;A0A571BD95;A0A5F8MP95;Q9ES00,G3UZD6;A0A571BD95;A0A5F8MP95;Q9ES00,Ubiquitin conjugation factor E4;Ubiquitin conjugation factor E4 B
Slc20a2,"-0,126311779","0,6815760325","0,6884063116",,"-0,09822416306","0,3636635049","0,7261065524",,"-0,07208704948","0,2646218041","0,8243166397",,"-0,04399943352","0,1795408142","0,8753647541",,"-1,693881035","-1,54805088","-1,615815163","-1,590787888","-1,583226204","-1,8257761","-1,345949173","-1,405235291","-1,339263916","-1,419678688","-1,55782032","-1,409215927","-1,450527191","-1,285094261","-1,638737679","-1,610239983",539720,22611000,2,1,"70,865","0,00023447","3,1928",Q80UP8,Q80UP8,Sodium-dependent phosphate transporter 2
Mylk,"-0,1263492107","0,431393268","0,693641791",,"0,2040598392","0,6731650636","0,688964486",,"-0,05721282959","0,1383954807","0,8512105712",,"0,2731962204","1,222619345","0,7352340426",,"-3,189182281","-2,784370422","-2,949537277","-3,276533127","-3,073036194","-2,709272385","-2,962086678","-3,226376534","-3,165765762","-3,469353676","-3,145572662","-2,794307709","-3,006319046","-3,09431076","-2,84665966","-2,958948135",34711,4430800,4,3,"213,61",0,"6,2398",B1B1A8;Q6PDN3-3;Q6PDN3;Q6PDN3-2,B1B1A8;Q6PDN3-3;Q6PDN3,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form"
Cend1,"-0,1263916492","0,4673297674","0,6934655335",,"0,2049787045","0,966658138","0,6887854251",,"-0,04738616943","0,1916233146","0,8603123309",,"0,2839841843","1,130672848","0,7483317972",,"2,155266762","2,241368294","2,34569931","2,363778114","2,210163116","2,567490578","2,305773735","2,212229729","1,982406616","2,273995399","2,02736187","2,168244362","2,191978455","2,266103745","2,524975777","2,652355194",6640600,657010000,26,7,"14,987",0,"88,183",Q9JKC6,Q9JKC6,Cell cycle exit and neuronal differentiation protein 1
