Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,250262_M_WT_PFC_8w,250263_M_WT_PFC_8w,250264_M_WT_PFC_8w,250297_M_WT_PFC_8w,250265_F_WT_PFC_8w,250266_F_WT_PFC_8w,250267_F_WT_PFC_8w,250293_F_WT_PFC_8w,250271_F_MUT_PFC_8w,250272_F_MUT_PFC_8w,250273_F_MUT_PFC_8w,250268_M_MUT_PFC_8w,2502143_F_MUT_PFC_8w,250269_M_MUT_PFC_8w,250270_M_MUT_PFC_8w,250244_M_MUT_PFC_8w,Log2 iBAQ,Log2 Intensity,MS/MS count,Razor + unique peptides,Q-value,Score,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names
Tdrkh,"-0,06762862206","0,2762007867","0,920594391",,"-0,146027565","0,8791654685",1,,"0,0304813385","0,1106435476",1,,"-0,04791760445","0,2328934054",1,,"-1,155635834","-1,487388611","-1,108336449","-1,26403904","-1,230689049","-1,225085258","-1,225514412","-1,456036568","-1,092674255","-1,283807755","-0,9969348907","-1,17227459","-1,179798126","-1,220062256","-1,31093502","-1,041613579",12048000,277110000,6,5,0,"16,503","61,608",A0A0G2JFB2;Q80VL1;A0A0G2JFE0;A0A0G2JE08,A0A0G2JFB2;Q80VL1;A0A0G2JFE0,Tudor and KH domain-containing protein
Serpina1c,"-0,06769585609","0,2001818889","0,9230637255",,"-0,03673624992","0,09439025941",1,,"0,5369303226","2,506349808","0,7698823529",,"0,5678899288","1,926498935",1,,"2,69381237","2,314732552","2,467297554","2,753759384","1,948744774","1,927414894","2,124494553","2,081226349","2,15394783","1,969142914","1,739121437","2,634662628","2,366613388","2,410140991","2,620664597","2,834917068",48657000,3721400000,20,13,0,"67,503","45,854",A0A0R4J0X5;Q00896,A0A0R4J0X5;Q00896,Alpha-1-antitrypsin 1-3
Fsd1l,"-0,06807279587","0,6688406098","0,9198570798",,"0,03658246994","0,4942369199",1,,"-0,07380008698","0,7626914266",1,,"0,03085517883","0,376736973",1,,"-0,5181093216","-0,4774799347","-0,6690673828","-0,5967988968","-0,5174951553","-0,450551033","-0,5386285782","-0,4595804214","-0,5471086502","-0,5450496674","-0,451842308","-0,5146913528","-0,5685844421","-0,4960861206","-0,54712677","-0,4312601089",8258500,222980000,5,5,0,"16,403","55,339",E0CXZ1;F8WGT4;Q8BYN5-2;Q8BYN5;Q8BYN5-3,E0CXZ1;F8WGT4;Q8BYN5-2;Q8BYN5,FSD1-like protein
Doc2a,"-0,06815290451","0,4546939027","0,9180563502",,"-0,03151249886","0,2416399053",1,,"0,02348661423","0,1251603376",1,,"0,06012701988","0,575042029",1,,"0,2022781372","0,1644144058","0,02784824371","0,2997846603","0,1345682144","0,04011726379","0,1905984879","0,2350950241","0,2347860336","0,08803367615","0,2028341293","0,1849107742","0,2007751465","0,3485994339","0,2001523972","0,2332744598",9082200,1015400000,10,8,0,"28,432","44,608",Q7TNF0;H3BJT3;D3YYV2;D3Z1K1,Q7TNF0;H3BJT3;D3YYV2,Double C2-like domain-containing protein alpha
Sf3a3,"-0,06826400757","0,3876092573","0,9183548665",,"-0,1603722572","0,7782395895",1,,"-0,002985954285","0,01924241022",1,,"-0,09509420395","0,3515830745",1,,"0,9826869965","0,9680919647","0,9737997055","1,031469345","1,143445969","0,9467144012","0,9289398193","0,9488916397","1,030838966","1,01333046","1,396142006","0,8815050125","1,169169426","1,204149246","0,9828147888","1,160634995",28296000,821010000,7,7,0,"53,218","58,841",Q9D554,Q9D554,Splicing factor 3A subunit 3
Cobl,"-0,06828165054","0,1556376809","0,9213701481",,"0,1275053024","0,3218335405",1,,"-0,05238008499","0,1446170959",1,,"0,143406868","0,3123320696",1,,"0,4406509399","0,1792182922","0,1864862442","0,3678369522","0,3513040543","0,4713354111","0,005248069763","0,5558252335","-0,02348899841","0,3588171005","0,4684448242","0,5395746231","0,06991863251","0,3348646164","0,6357364655","-0,06285667419",3466900,300530000,10,9,0,"30,497","141,47",G5E8P4;Q5NBX1-2;Q5NBX1;G3UWY3;Q5NBX1-3;G3UZ73;Q5NBX1-5;Q5NBX1-4,G5E8P4;Q5NBX1-2;Q5NBX1;G3UWY3;Q5NBX1-3,Protein cordon-bleu
N4bp1,"-0,06828260422","0,2229805733","0,9204510779",,"0,2613830566","1,213323409",1,,"-0,1978077888","1,170035611",1,,"0,131857872","0,4105900312",1,,"-2,673315048","-2,799003601","-2,835738182","-2,728770256","-2,388237953","-2,518447876","-2,560366631","-2,778543472","-2,589342117","-2,852426529","-2,92595768","-2,714002609","-2,923401833","-2,448962212","-3,00326252","-2,59746933",212260,10613000,1,1,0,"7,006","99,146",Q6A037,Q6A037,NEDD4-binding protein 1
Atg13,"-0,06854820251","0,1652625236","0,9224919094",,"0,1660544872","0,6177413187",1,,"-0,3235170841","1,262874017",1,,"-0,08891439438","0,2343355007",1,,"-4,231995583","-4,230527878","-4,092813492","-3,695129395","-3,671575546","-3,876005173","-3,741399765","-3,667417526","-3,987346649","-3,70796299","-3,722930908","-3,902115822","-4,202375412","-4,263897896","-3,999204636","-3,811055183",6259900,137720000,2,1,0,"6,1679","52,615",Q91YI1-2;Q91YI1,Q91YI1-2;Q91YI1,Autophagy-related protein 13
Fth1,"-0,06857562065","0,5316137513","0,9200299164",,"-0,1875622272","2,940657723",1,,"0,05344748497","0,4511680762",1,,"-0,06553912163","0,7684575635",1,,"3,070620537","3,168330193","2,967638969","3,121948242","3,038510323","3,105038643","2,95343399","3,017765045","3,192531586","3,23000145","3,224267006","3,207754135","3,218196869","3,23516655","3,075569153","3,084350586",291800000,18193000000,49,13,0,"112,04","21,066",P09528;A0A494BA92;A0A494B9D4;A0A494BAP3,P09528;A0A494BA92,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed;Ferritin"
Surf4,"-0,06862878799","0,2167159486","0,9205949314",,"-0,06348276138","0,2066355375",1,,"0,04411888123","0,1132679859",1,,"0,04926490784","0,1938269623",1,,"-3,210221291","-3,240568161","-3,020872116","-2,864542961","-3,38803196","-2,953543663","-2,917778015","-3,253326416","-2,962547302","-3,059290886","-3,071839333","-2,888758659","-3,165071487","-3,28460598","-2,922794342","-2,965530396",42620000,213100000,4,2,0,"9,6195","9,5608",E0CXD9;Q64310;F7CH13,E0CXD9;Q64310;F7CH13,Surfeit locus protein 4
Lrrc40,"-0,06864523888","0,3951470977","0,91736045",,"-0,02680802345","0,1304251557",1,,"-0,03389334679","0,1704639425",1,,"0,007943868637","0,03588876082","0,9968466434",,"0,03078460693","0,06227970123","0,03709125519","-0,01203250885","0,1547927856","-0,1590995789","0,09828090668","0,1597223282","0,1320714951","0,08108711243","0,09608650208","0,2225942612","0,0516834259","-0,0226984024","-0,03921794891","0,2320261002",1414900,300430000,8,8,0,"45,642","68,048",A0A0R4J0W6;Q9CRC8;D6RFC5;A0A0G2JGC9;F6RDA7;D6RHB1,A0A0R4J0W6;Q9CRC8,Leucine-rich repeat-containing protein 40
Ppp6r3,"-0,06869530678","0,5789029265","0,919587793",,"0,06923437119","0,6268117867",1,,"-0,04673194885","0,5514245118",1,,"0,09119772911","0,6687939887",1,,"1,172756195","1,14545536","1,16328907","1,192035675","1,15073967","1,269371986","1,292291641","1,148060799","1,198280334","1,195806503","1,145657539","1,210346222","1,043782234","1,267364502","1,104001045","1,366605759",2836200,862540000,11,9,0,"45,231","97,862",G5E8R4;Q922D4-2;Q922D4;Q922D4-4;Q922D4-3;A0A286YD27;A0A286YCG3;A0A286YE88,G5E8R4;Q922D4-2;Q922D4;Q922D4-4;Q922D4-3,Serine/threonine-protein phosphatase 6 regulatory subunit 3
Crot,"-0,06875514984","0,2306487933","0,9206677824",,"-0,01561450958","0,05201823626",1,,"0,09972429276","0,3303246679",1,,"0,152864933","0,7992618847",1,,"-2,162769318","-1,882447243","-1,687730789","-1,910019875","-2,238453865","-1,953306198","-2,010022163","-1,840082169","-1,81393528","-2,077582359","-1,995328903","-1,921871185","-2,092559814","-1,691739082","-1,995005608","-1,75933075",6425800,262340000,4,4,0,"15,939","70,264",Q9DC50,Q9DC50,Peroxisomal carnitine O-octanoyltransferase
Clu,"-0,06879448891","0,2936721037","0,9180928054",,"-0,1824777126","1,686246998",1,,"0,0488307476","0,3850566121",1,,"-0,06485247612","0,2681109262",1,,"1,531672478","1,604861259","1,526341438","1,522087097","1,495959282","1,463398933","1,391809464","1,638471603","1,676023483","1,604967117","1,711615562","1,71720314","1,72694397","1,748414993","1,662181854","1,33234024",43092000,4749900000,29,13,0,"57,649","51,655",Q06890;E9PUU2;E9PXG5;E9Q8Y5;E9Q9B8;E9Q2G2,Q06890;E9PUU2;E9PXG5;E9Q8Y5,Clusterin;Clusterin beta chain;Clusterin alpha chain
Dek,"-0,06882429123","0,342131742","0,9177745267",,"-0,1279587746","0,8105788184",1,,"-0,04670619965","0,4255901041",1,,"-0,105840683","0,4481661318",1,,"0,2417030334","0,2261276245","0,1092987061","0,1282243729","0,2125873566","0,2446699142","0,3021888733","0,1327323914","0,4565248489","0,2382564545","0,2218103409","0,1982507706","0,4874219894","0,3932495117","0,04247283936","0,3466777802",4563000,348510000,5,4,0,"15,755","43,158",Q7TNV0;E9Q8Y1;D3YVJ6,Q7TNV0;E9Q8Y1;D3YVJ6,Protein DEK
Dennd10,"-0,06884551048","0,1372091315","0,9217922284",,"0,2372236252","0,537606528",1,,"-0,1650726795","0,2944603585",1,,"0,1409964561","0,4122656203",1,,"-3,853666306","-4,048359871","-3,373415947","-3,25990963","-3,573747635","-3,316511154","-3,179350853","-3,805451393","-4,023290634","-3,464743614","-3,900866508","-3,521744728","-3,435054779","-3,607494354","-3,578665733","-3,552064896",760030,50860000,2,2,0,"6,4149","40,42",Q9D8N2;Q3TH34;D3YUG1,Q9D8N2;Q3TH34;D3YUG1,DENN domain-containing protein 10
Trip11,"-0,0691845417","0,3094520376","0,917878918",,"-0,07834148407","0,3695490715",1,,"-0,07336711884","0,3843764685",1,,"-0,0825240612","0,3478044306",1,,"-1,776548386","-1,594344139","-1,479635239","-1,454444885","-1,621029854","-1,469507217","-1,452900887","-1,468066216","-1,254244804","-1,525037766","-1,602944374","-1,52772522","-1,315911293","-1,53897953","-1,620494843","-1,341034889",1716300,171630000,2,2,0,"7,2992","194,66",H3BJG4;E9Q512,H3BJG4;E9Q512,
Kifap3,"-0,06919789314","0,7979198488","0,9218165386",,"0,02714562416","0,7909620272",1,,"-0,04305148125","0,537729951",1,,"0,05329203606","0,987497303",1,,"1,001596451","1,052008629","1,031329155","1,165803909","1,109589577","1,081292152","1,105384827","1,126677513","1,063059807","1,086536407","1,114722252","1,16371727","1,050043106","1,108753204","1,076487541","1,178571701",10027000,651470000,10,8,0,"32,904","89,015",P70188-2;P70188,P70188-2;P70188,Kinesin-associated protein 3
Rpl5,"-0,06933522224","0,9851185202","0,924613979",,"0,02966666222","0,2017010764",1,,"-0,03084492683","0,3544343026",1,,"0,06815695763","0,5535454389",1,,"1,993958473","1,980849266","2,045840263","2,044740677","1,974162102","2,120369911","2,084150314","2,01008606","2,069730759","2,000543594","2,108529091","2,14030838","1,891298294","2,000940323","2,129182816","2,07229805",132890000,9291600000,22,10,0,"63,929","34,4",P47962;D3YYV8,P47962;D3YYV8,Large ribosomal subunit protein uL18
Psip1,"-0,06965398788","0,5853449024","0,9210341113",,"-0,08470726013","0,611022626",1,,"-0,01871037483","0,1124640881",1,,"-0,03376364708","0,2244335783",1,,"1,398491859","1,303038597","1,175744057","1,283563614","1,403765678","1,248587608","1,230918884","1,352407455","1,345322609","1,294363022","1,403597832","1,290263176","1,531225204","1,43642807","1,326053619","1,386709213",175450000,4817400000,12,7,0,"25,811","36,968",A2BI12;Q99JF8-2;F6RB63,A2BI12;Q99JF8-2;F6RB63,PC4 and SFRS1-interacting protein
Psmc1,"-0,06974482536","1,380257066","0,9205764434",,"-0,01377701759","0,102967014",1,,"-0,01006627083","0,07641599681",1,,"0,04590153694","0,7471438482",1,,"2,913210869","2,844742775","2,823554039","2,923633575","2,874402046","2,931193352","2,77820015","2,961610794","2,830766678","2,915014267","2,966305733","2,916854858","2,888427734","2,954376221","2,967346191","2,945543289",16552000,4201200000,27,15,0,"113,01","49,184",P62192,P62192,26S proteasome regulatory subunit 4
Ppp1r13b,"-0,06980657578","0,341116512","0,9176020897",,"0,00985956192","0,03391716566",1,,"-0,0716919899","0,2740097065",1,,"0,007974147797","0,03548305583","0,9968361396",,"0,3175497055","0,04703712463","0,0224571228","0,01463222504","0,09223270416","-0,004916191101","0,3564949036","0,2446327209","-0,01224422455","0,1777534485","0,2285242081","0,1117658615","0,2549724579","0,3164730072","0,1248407364","0,127822876",650410,202200000,7,5,0,"13,492","119,17",Q62415;A0A1Y7VJH3,Q62415;A0A1Y7VJH3,Apoptosis-stimulating of p53 protein 1
Ubac1,"-0,06989336014","0,2420402534","0,9170276008",,"-0,05217576027","0,267768553",1,,"0,03834056854","0,1538312921",1,,"0,05605816841","0,2122337291",1,,"-1,491030693","-1,781027794","-1,565974236","-1,470657349","-1,797306061","-1,58609581","-1,579784393","-1,498866081","-1,598136902","-1,475899696","-1,685296059","-1,244447708","-1,494016647","-1,684991837","-1,542516708","-1,557160378",4033500,152570000,3,3,0,"9,3236","45,53",Q8VDI7;F6Z1E7;F6UMH9,Q8VDI7;F6Z1E7;F6UMH9,Ubiquitin-associated domain-containing protein 1
Sgta,"-0,07003855705","0,3050195523","0,9185284165",,"0,01032304764","0,03380471438",1,,"-0,07729649544","0,477969068",1,,"0,003065109253","0,008391596252",1,,"0,586265564","0,4570598602","0,4535322189","0,5582141876","0,6924057007","0,4701776505","0,4880285263","0,7136459351","0,4157819748","0,595000267","0,8041095734","0,7592544556","0,5080738068","0,68978405","0,5329027176","0,3532848358",70254000,1282400000,10,6,0,"15,868","23,214",A0A1W2P6P1;Q8BJU0-2;Q8BJU0;A0A1W2P7I5,A0A1W2P6P1;Q8BJU0-2;Q8BJU0;A0A1W2P7I5,Small glutamine-rich tetratricopeptide repeat-containing protein alpha
Rhot2;Gm20683,"-0,07012152672","0,2052033292","0,9190651534",,"0,1181206703","0,2973825895",1,,"0,01800107956","0,06829736626",1,,"0,2062432766","0,4867760621",1,,"-1,489390373","-1,672177315","-1,575814247","-1,523524284","-1,670352936","-1,52234745","-1,764266014","-1,375944138","-1,923283577","-1,449027061","-1,460124016","-1,37246418","-1,972958565","-1,582377434","-1,214331627","-1,811246872",1310000,107460000,3,3,0,"5,403","69,07",Q8JZN7;H3BKJ1,Q8JZN7;H3BKJ1,Mitochondrial Rho GTPase 2
Slk,"-0,07023644447","0,8858752808","0,9196659018",,"-0,03366756439","0,2811739601",1,,"-0,05617570877","0,6007843588",1,,"-0,01960682869","0,1641961766",1,,"0,6749992371","0,6276683807","0,7110509872","0,7771310806","0,8304080963","0,6794872284","0,7445716858","0,7610855103","0,7747192383","0,742521286","0,7320976257","0,7671175003","0,9008846283","0,8348045349","0,7535772324","0,716296196",4202500,1282300000,13,13,0,"70,168","141,46",O54988;O54988-2;O55098,O54988;O54988-2,STE20-like serine/threonine-protein kinase
Actg1,"-0,07032895088","0,3422144943","0,9195625823",,"-0,001938819885","0,02573945285",1,,"-0,07005405426","0,8361804891",1,,"-0,001663923264","0,006834207184","0,9984268622",,"0,9967479706","0,93430233","0,8656568527","1,030157089","1,078748703","0,982216835","1,040296555","1,005818367","1,067955971","1,014202118","1,033638","0,8920440674","0,99903965","0,9952878952","0,9620132446","1,258834839",1479900000,52052000000,20,1,0,"14,344","41,792",P63260;B1ATY1;G3UYG0;E9Q606,P63260,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed"
Maged1,"-0,07044529915","0,1355597705","0,9221483871",,"0,1022577286","0,3198614612",1,,"-0,07205915451","0,1943510506",1,,"0,1006438732","0,2128756752",1,,"-2,914482117","-3,510703087","-3,158823967","-3,265764236","-2,957864761","-3,215080261","-3,312008858","-3,076582909","-3,253398895","-3,069128036","-3,095767975","-3,36654377","-3,552272797","-2,899295807","-2,860322952","-3,441829681",10077000,262010000,4,3,"0,00039667","2,947","85,669",Q9QYH6,Q9QYH6,Melanoma-associated antigen D1
Rpa3,"-0,07045602798","0,08425053482","0,9244325948",,"0,3166503906","1,113893996",1,,"-0,2330358028","0,3383852582",1,,"0,1540706158","0,4153016557",1,,"-5,037501335","-4,036100388","-3,835048676","-3,850747108","-4,053731918","-3,768358231","-4,066213608","-3,938950539","-4,238193512","-4,617604256","-4,260422707","-4,177741051","-3,977635384","-3,835619926","-4,173493385","-4,290719032",5557200,44457000,1,1,"0,00077056","2,5049","13,584",Q9CQ71,Q9CQ71,Replication protein A 14 kDa subunit
Gabrg2,"-0,07050395012","0,959136326","0,9205341959",,"0,03704476357","0,2591671294",1,,"-0,05394816399","0,929525863",1,,"0,0536005497","0,368724066",1,,"1,491696358","1,502375603","1,426163673","1,545318604","1,514624596","1,553088188","1,58782196","1,525812149","1,470308304","1,542837143","1,643008232","1,612876892","1,37701416","1,490709305","1,541931152","1,602052689",17927000,1471700000,15,9,0,"44,416","54,075",P22723-2,P22723-2,Gamma-aminobutyric acid receptor subunit gamma-2
Hscb,"-0,07051134109","0,3297739472","0,919452151",,"-0,1153857708","0,384970134",1,,"-0,004770517349","0,01570057014",1,,"-0,04964494705","0,1561503704",1,,"-1,408542633","-1,478317261","-1,418964386","-1,297990799","-1,386254311","-1,652050018","-1,189418793","-1,357009888","-1,296085358","-1,466616631","-1,32328701","-1,57648468","-1,037200928","-1,225964546","-1,281891823","-1,237428665",11996000,191930000,4,4,0,"24,546","26,673",A0A0R4J0T0;Q8K3A0,A0A0R4J0T0;Q8K3A0,"Iron-sulfur cluster co-chaperone protein HscB;Iron-sulfur cluster co-chaperone protein HscB, mitochondrial;Iron-sulfur cluster co-chaperone protein HscB, cytoplasmic"
Cntn3,"-0,07059431076","0,2447028161","0,9169944278",,"0,05140900612","0,1990519909",1,,"-0,02788496017","0,1142206399",1,,"0,0941183567","0,3148939718",1,,"-1,319836617","-1,10392189","-1,060706139","-1,121416092","-1,32291317","-0,9950065613","-1,09371376","-1,082707405","-1,144124031","-1,359858513","-1,195775032","-1,222786903","-1,000219345","-1,159832001","-0,7773971558","-1,163487434",1301700,68991000,1,1,0,"5,1487","113,23",Q07409,Q07409,Contactin-3
Vps16,"-0,07076501846","0,4172766197","0,9193041145",,"0,1834435463","0,7138186735","0,9957818182",,"-0,1033017635","0,5585782764",1,,"0,1509068012","0,6063896387",1,,"-0,002424240112","0,002583503723","0,1538925171","-0,0486536026","-0,02900028229","0,2030897141","0,04607868195","0,2984371185","-0,2197704315","0,08830928802","0,1506290436","0,1386194229","-0,234336853","-0,04503250122","0,2408409119","0,0540304184",16091000,686850000,10,8,0,"73,046","94,825",G3X8X7;Q920Q4;Q920Q4-2;A2BI90,G3X8X7;Q920Q4;Q920Q4-2,Vacuolar protein sorting-associated protein 16 homolog
Sugp2,"-0,07091236115","1,44604692","0,9209114878",,"0,01357197762","0,09487927832",1,,"-0,01359629631","0,1160645333",1,,"0,07088804245","0,9227959433",1,,"0,8902482986","0,8920173645","0,9681158066","0,9558582306","0,9427118301","0,9755601883","0,832611084","1,009741783","0,9384851456","0,954618454","0,9883823395","0,9921836853","0,8248510361","0,9563322067","1,006335258","1,035037994",3221000,823250000,15,13,0,"40,679","118,1",Q8CH09;F6X398;D3Z0I4,Q8CH09,SURP and G-patch domain-containing protein 2
Yeats2,"-0,07116103172","0,1335780799","0,9231590909",,"-0,02050924301","0,0244517161",1,,"0,0706076622","0,1264661988",1,,"0,1212594509","0,1671970703",1,,"-1,498682022","-1,730314255","-1,407569885","-1,885167122","-1,815912247","-1,574242592","-2,128047943","-1,285961151","-1,995084763","-1,298453331","-1,293755531","-1,219482422","-2,134833336","-1,503152847","-1,487787247","-2,026666641",552320,27063000,1,1,"0,0062882","1,6012","89,96",A0A338P689;A0A338P697;Q3TUF7-2;Q3TUF7-3;Q3TUF7,A0A338P689;A0A338P697;Q3TUF7-2;Q3TUF7-3;Q3TUF7,YEATS domain-containing protein 2
Nono,"-0,07120490074","1,392142202","0,9227089446",,"-0,00850892067","0,08565044583",1,,"-0,0103700161","0,12961269",1,,"0,05232596397","0,7638756489",1,,"1,981739998","2,009703636","2,054671288","2,005094528","2,074149132","2,029891014","1,95098877","2,037660599","2,018938065","1,96796608","2,082989693","2,099004745","2,05683136","2,105695724","2,016525269","2,114803314",14928000,4133400000,25,13,0,"156,52","54,54",Q99K48;Q99K48-2;B1AXT0,Q99K48,Non-POU domain-containing octamer-binding protein
Hint1,"-0,07136416435","0,3576944508","0,9197748995",,"0,07642769814","0,3264431877",1,,"-0,09850382805","1,487144892",1,,"0,04928803444","0,148359447",1,,"1,654835701","1,634364128","1,67258358","1,617946625","1,729411125","1,767781258","1,658689499","1,817863464","1,500789642","1,731725693","1,902607918","1,75878334","1,532911301","1,827814102","1,814119339","1,46446991",447130000,22473000000,22,8,0,"58,928","13,777",P70349;B0R1E3,P70349,Adenosine 5-monophosphoramidase HINT1
Ptpn21,"-0,07137823105","0,03030070157","0,9416026936",,"0,8792517185","0,7576848933","0,6048",,"-0,1000144482","0,04300560656",1,,"0,8506155014","0,7282185924",1,,"-2,280535698","-1,163080215","-3,844830513","-3,400873184","-2,775510788","-0,9850702286","-3,337537766","-3,191143036","-3,964646339","-3,183291435","-3,434197426","-3,285429001","-3,224133492","-1,743782997","-3,761753082","-1,612841606",789950,107430000,3,3,"0,0023994","1,9539","133,53",G5E8J4;Q62136;A0A1Y7VNX8;A0A1Y7VKP4;A0A1Y7VNU2,G5E8J4;Q62136,Tyrosine-protein phosphatase non-receptor type;Tyrosine-protein phosphatase non-receptor type 21
Dpysl5,"-0,0713994503","0,3946184906","0,9210049527",,"0,06713271141","0,8395275455",1,,"-0,03005576134","0,2372577303",1,,"0,1084764004","0,7305480934",1,,"3,665316582","3,61849308","3,612923622","3,783842087","3,660435677","3,631018639","3,74148941","3,767854691","3,613895416","3,62789917","3,699584007","3,7090168","3,590888977","3,63542366","3,678966522","3,94276619",188370000,29588000000,77,30,0,"323,31","61,516",Q9EQF6;Q3SYJ1,Q9EQF6,Dihydropyrimidinase-related protein 5
Rab33b,"-0,0716919899","0,8229001517","0,9200672897",,"-0,03075861931","0,1350050687",1,,"0,06204724312","0,3732854889",1,,"0,1029806137","0,8027314002",1,,"-1,195566177","-1,282136917","-1,253454208","-1,295228004","-1,132734299","-1,461687088","-1,32008934","-1,360063553","-1,244039536","-1,4040308","-1,335296631","-1,178408623","-1,168172836","-1,099368095","-1,282024384","-1,179816246",10248000,248430000,2,2,0,"6,8701","25,766",O35963,O35963,Ras-related protein Rab-33B
Alcam,"-0,07177472115","0,3823959255","0,9222332731",,"0,0169365406","0,08971649489",1,,"-0,04590344429","0,4658885241",1,,"0,04280781746","0,1707193656",1,,"3,961060524","3,944190025","3,852957726","4,024017334","4,001261711","3,986428261","3,923280716","4,054868698","4,085226059","4,078142166","3,897418022","4,213590622","3,837306976","4,048282623","3,914806366","3,892644882",80701000,17112000000,68,23,0,"186,43","63,668",E9Q3Q6;E9Q4G8;Q61490;F6QH25;Q5MPX5,E9Q3Q6;E9Q4G8;Q61490,CD166 antigen
Apoc1,"-0,07188129425","0,4065837429","0,9255697356",,"0,07597517967","0,4833842974",1,,"0,06114721298","0,4131562363",1,,"0,2090036869","1,341680719",1,,"-1,823628426","-1,94800663","-1,991983414","-1,86645031","-2,117865562","-1,870869637","-1,923457146","-1,962465286","-2,167850494","-1,963911057","-1,974617958","-1,819761276","-2,072178841","-1,947969437","-1,925109863","-1,649703026",35637000,106910000,1,1,"0,0011285","2,1784","9,6963",P34928,P34928,Apolipoprotein C-I;Truncated apolipoprotein C-I
Lhpp,"-0,07192754745","0,749712278","0,9197739374",,"-0,1690256596","0,5955604174",1,,"0,1306474209","0,8185355077",1,,"0,03354930878","0,1051486379",1,,"-1,817909241","-1,880541801","-1,981590271","-1,98220253","-2,025728226","-2,216351509","-1,882176399","-2,060577393","-2,116208076","-1,89511013","-1,563912392","-1,820762634","-1,93350029","-1,789722443","-1,901159286","-1,86288929",2243300,252390000,2,2,0,"8,3131","29,144",Q9D7I5;Q9D7I5-2,Q9D7I5;Q9D7I5-2,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase
Nme1,"-0,07197546959","0,4332066968","0,9237422303",,"0,02281975746","0,2969351291",1,,"-0,09302973747","0,946852778",1,,"0,001765489578","0,009369506532","0,9991639598",,"1,260237694","1,096690178","1,241293907","1,294696808","1,269299507","1,330285072","1,285694122","1,379758835","1,251785278","1,285806656","1,286120415","1,393553734","1,350046158","1,307282448","1,356462479","1,123521805",127660000,5968200000,13,4,0,"15,821","17,208",P15532;Q5NC80,P15532;Q5NC80,Nucleoside diphosphate kinase A;Nucleoside diphosphate kinase
Clip3,"-0,07200431824","0,333287068","0,9201326759",,"0,01156997681","0,05636054119",1,,"-0,06528711319","0,3975419906",1,,"0,01828718185","0,07080912839",1,,"-1,101220131","-0,8405857086","-0,8718271255","-0,9980983734","-0,7683296204","-0,918261528","-0,9397678375","-0,9242238998","-1,077010155","-0,8188467026","-0,8296117783","-0,8515443802","-0,8713941574","-0,9263525009","-1,039609909","-0,7062072754",4501700,153060000,6,5,0,"16,484","59,586",B9EHT4;D3Z115;D3YXY6;D3Z2W8,B9EHT4,CAP-Gly domain-containing linker protein 3
Uimc1,"-0,07215881348","0,2474082751","0,9188774081",,"0,1957163811","1,050981398",1,,"-0,04002213478","0,4315589619",1,,"0,2278530598","0,7620459574",1,,"-1,831212044","-1,843007088","-1,904779434","-1,803748131","-1,710839272","-1,821845055","-1,80838871","-1,881585121","-2,100705147","-2,153044701","-1,748634338","-1,619853973","-2,003139496","-1,705768585","-1,648614883","-2,119874001",80470000,1770300000,2,1,"0,0047195","1,6986","50,369",A0A0R4J183;E9Q577;A0A0R4J073;Q5U5Q9-3;Q5U5Q9,A0A0R4J183;E9Q577;A0A0R4J073;Q5U5Q9-3;Q5U5Q9,BRCA1-A complex subunit RAP80
Mocs3,"-0,072234869","0,2798794893","0,9186300399",,"-0,2158603668","1,445712688",1,,"0,1459667683","0,9293885154",1,,"0,002341270447","0,007322928854",1,,"-2,564348221","-2,79324913","-2,735919952","-2,607448578","-2,791071892","-2,666628838","-2,92633152","-2,900800705","-2,510930061","-2,713223457","-2,514422417","-2,598704338","-2,682815552","-2,387089729","-2,586368561","-2,839863777",1797300,82997000,2,2,0,"8,2116","49,374",A2BDX3,A2BDX3,Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase
Mrpl49,"-0,07226395607","0,2177563678","0,9175688312",,"0,08409833908","0,2186875962",1,,"0,001336336136","0,003074026128",1,,"0,1576986313","0,5083367151",1,,"-2,079735756","-1,747540474","-2,246315956","-2,162538528","-1,901268959","-2,198327065","-1,891247749","-2,250632286","-2,360889435","-2,159611702","-1,80389595","-2,187660217","-2,253472328","-1,851743698","-2,014270782","-1,893400192",8342600,58398000,1,1,0,"28,172","13,149",A0A494B9G1,A0A494B9G1,Large ribosomal subunit protein mL49
